rank,Youtuber,category,Country,created_year,created_month,created_date,channel_id
257,Super JoJo - Nursery Rhymes & Kids Songs,,United States,2019.0,May,31.0,UCF09N1SKP2Y57ny-y-CuKsQ
258,Alejo Igoa,Comedy,Argentina,2014.0,Jan,17.0,UCZs0WwC0Dn_noiQE2BHSTKg
259,Daniel LaBelle,Comedy,,2009.0,Mar,11.0,UCb8vrqP8Z7Oz9ZTYvUtjUHQ
260,netd mï¿½ï¿,Music,Turkey,2014.0,Jan,23.0,UCR5wZcXtOUka8jTA57flzMg
261,DJ Snake,Music,United States,2008.0,Sep,24.0,UC_x8HoD18XJkILQBreVENUQ
262,Diana and Roma ARA,,United States,2019.0,Feb,1.0,UCtm3DGXkWqAUQZMHl97SVxA
263,KSI,Entertainment,United Kingdom,2009.0,Jul,25.0,UCGmnsW623G1r-Chmo5RB4Yw
264,Spider Slack,Comedy,Brazil,2020.0,May,18.0,UCtiddfzHXNevG-yYe5vc_4Q
265,Goldmines Movies,Film & Animation,,2018.0,Apr,30.0,UCyoXW-Dse7fURq30EWl_CUA
266,Preston,Gaming,United States,2012.0,Jul,4.0,UC70Dib4MvFfT1tU6MqeyHpQ
267,James Charles,Entertainment,United States,2015.0,Dec,1.0,UCucot-Zp428OwkyRm2I7v2Q
268,Collins Key,Entertainment,United States,2011.0,Aug,9.0,UC7TTtOQKMXTWWMtWQMIgVSA
269,Diana and Roma EN,People & Blogs,United States,2011.0,Dec,22.0,UCl_P0sCqxOdQpMwuajdXkRg
270,Venus Entertainment,Entertainment,,2016.0,May,17.0,UClJvdMCDAhXBEJdUbconLIg
271,Troom Troom,Howto & Style,United States,2015.0,Sep,12.0,UCWwqHwqLSrdWMgp5DZG5Dzg
272,Enrique Iglesias,Music,United States,2007.0,Apr,12.0,UC-6czyMkxDi8E8akPl0c7_w
273,Ninja,Gaming,United States,2011.0,Nov,11.0,UCAW-NpUFkMyCNrvRSSGIvDQ
274,FaZe Rug,Gaming,Canada,2012.0,Nov,30.0,UCilwZiBBfI9X6yiZRzWty8Q
275,Mister Max,People & Blogs,United Kingdom,2014.0,Sep,22.0,UC_8PAD0Qmi6_gpe77S1Atgg
276,That Little Puff,Pets & Animals,United States,2020.0,Aug,29.0,UClFN9LShD_Pv0wnSeUKbUZw
277,NickyJamTV,Music,,2012.0,Jan,10.0,UCpb_iJuhFe8V6rQdbNqfAlQ
278,Juan De Dios Pantoja,Entertainment,Mexico,2014.0,Jun,9.0,UCzoUWqjCbcfWFdOMvoep8FA
279,Logan Paul,Entertainment,United States,2015.0,Aug,29.0,UCG8rbF3g2AMX70yOd8vqIZg
280,Maya and Mary,Entertainment,United States,2013.0,Aug,30.0,UC50vBAtklUoJF1Wx5q0pmuw
281,Peppa Pig Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Film & Animation,United Kingdom,2014.0,Jul,28.0,UCAOtE1V7Ots4DjM8JLlrYgg
282,Jelly,Gaming,United Kingdom,2014.0,May,27.0,UC0DZmkupLYwc0yDsfocLh0A
283,Miss Katy,People & Blogs,United Kingdom,2014.0,Nov,17.0,UCcartHVtvAUzfajflyeT_Gg
284,Tilak,Film & Animation,India,2020.0,Oct,10.0,UCFMFB7_Ik8jBnCwSuh295wA
285,Valentina Pontes ofc,Film & Animation,Brazil,2014.0,Apr,14.0,UC0ebPa2q1rwZVN7dYemunUQ
286,Sesame Street,Entertainment,United States,2006.0,Jan,16.0,UCoookXUzPciGrEZEXmh4Jjg
287,Happy Lives,Science & Technology,United States,2016.0,Mar,15.0,UCEUYW6zm6KnUxPcwY1D8HsQ
288,Lady Gaga,People & Blogs,United States,2008.0,May,15.0,UCNL1ZadSjHpjm4q9j2sVtOA
289,Akshay Nagwadiya,Entertainment,,2017.0,Oct,25.0,UCz7PhJtc2G8Sre2vCLfmqAw
290,Wave Music Bhojpuri,Music,India,2014.0,Aug,10.0,UCYLlkv4hivYJlOk6Lo-RHNQ
291,GMM GRAMMY OFFICIAL,Music,Thailand,2010.0,Nov,8.0,UCG9gfnA5UDoLvz-tC9B-HKw
292,TED,People & Blogs,United States,2006.0,Dec,6.0,UCAuUUnT6oDeKwE6v1NGQxug
293,unknown boy varun,Music,India,2016.0,Sep,27.0,UC4DLvb5xZ9OLcVM1KC_R97g
294,Kids TV - Nursery Rhymes And Baby Songs,Shows,United States,2013.0,Aug,30.0,UC7Pq3Ko42YpkCB_Q4E981jw
295,Tsuriki Show,Entertainment,Germany,2019.0,Jul,10.0,UCfjcUcU1UduqnHDef2slcnA
296,Technical Guruji,Science & Technology,India,2015.0,Oct,19.0,UCOhHO2ICt0ti9KAh-QHvttQ
297,DrossRotzank,Entertainment,Argentina,2006.0,Mar,9.0,UCNYW2vfGrUE6R5mIJYzkRyQ
298,White Hill Music,Entertainment,India,2014.0,Mar,23.0,UCxQRUQmsAHA5GMAI4nddx_w
299,Ultra Movie Parlour,Movies,India,2011.0,May,17.0,UCYauDsl-rswjQGpA0_-Z9Pw
300,Alan Becker,Film & Animation,United States,2006.0,Mar,21.0,UCbKWv2x9t6u8yZoB3KcPtnw
301,toyorbabytv,Music,Jordan,2012.0,Nov,1.0,UCHAbNxkU837UAkZ-OPtdUUw
303,KL BRO Biju Rithvik,Entertainment,,2020.0,Jul,21.0,UCL5nlHWXVLeOsSjKH2fhmsg
304,Vania Mania Kids,People & Blogs,United States,2015.0,Sep,9.0,UCLbyJSPEe2lx3jY-G0CFR3g
305,Like Nastya PRT,Entertainment,,2019.0,Apr,9.0,UCtyr6UXUdZJJHuWGKzoiLfg
306,Sun TV,People & Blogs,India,2016.0,Feb,26.0,UCBnxEdpoZwstJqC1yZpOjRA
307,Heroindori,Comedy,India,2020.0,Jun,29.0,UCunqjMN6EEbXjzU-RvwJrig
308,The Chainsmokers,Music,United States,2012.0,Sep,22.0,UCq3Ci-h945sbEYXpVlw7rJg
309,mmoshaya,People & Blogs,Saudi Arabia,2010.0,Dec,11.0,UCPOw2O3_uZ1doro9iR4x6vw
310,Sia,Music,United States,2007.0,Nov,19.0,UCN9HPn2fq-NL8M5_kp4RWZQ
311,LeoNata Family,People & Blogs,United States,2021.0,Sep,28.0,UCwQCMGALOA_sfJ2YXEnlHkw
312,Goldmines Cineplex,Film & Animation,India,2015.0,Sep,12.0,UCCrw5RBWF9i8VPt4IxL8IsQ
313,Vlad and Niki Arabic,,United States,2018.0,Nov,9.0,UCP9MW9ATjUwwulqEYTbp-Mw
314,SSundee,Gaming,United States,2009.0,Nov,28.0,UCke6I9N4KfC968-yRcd5YRg
315,Paulo Londra,Music,Argentina,2016.0,Aug,8.0,UCzI7wZyqk7jpXWT_MILjepw
316,Smile Family,People & Blogs,France,2019.0,Nov,3.0,UCjZ-Ekz7JDN6GDXwusvSHvg
317,FGTeeV,Gaming,United States,2013.0,May,24.0,UCC-RHF_77zQdKcA75hr5oTQ
318,Kinder Spielzeug Kanal (Kidibli),Entertainment,United States,2015.0,Sep,25.0,UCVEDZVtA5NUtjxSXHjtvkag
319,Charlie Puth,Music,United States,2009.0,Sep,9.0,UCwppdrjsBPAZg5_cUwQjfMQ
320,Vlad and Niki ESP,,United States,2018.0,Oct,11.0,UCZLl7vfqlRjVL4YBHGmLVvQ
322,Ben Azelart,Film & Animation,United States,2014.0,Jun,5.0,UCwVg9btOceLQuNCdoQk9CXg
323,Zach Choi ASMR,People & Blogs,United States,2014.0,Jul,5.0,UCI78AdiI6f7VKhqW1i4B3Rw
324,Topper Guild,Comedy,United States,2014.0,Jul,9.0,UCPuEAY09CtdTzFNWuqVZgDw
326,Stokes Twins,People & Blogs,United States,2008.0,Apr,11.0,UCbp9MyKCTEww4CxEzc_Tp0Q
327,National Geographic,Science & Technology,United States,2006.0,May,7.0,UCpVm7bg6pXKo1Pr6k5kxG9A
328,Dua Lipa,Music,United Kingdom,2011.0,Feb,5.0,UC-J-KZfRV8c13fOCkhXdLiQ
329,OneDirectionVEVO,Music,United Kingdom,2010.0,Dec,4.0,UCbW18JZRgko_mOGm5er8Yzg
330,Rotana,Music,,2011.0,Oct,27.0,UCNhqvQMXIgRfjAGmxQqdNRw
331,Netflix India,People & Blogs,,2017.0,Sep,24.0,UCZSNzBgFub_WWil6TOTYwAg
332,Sourav Joshi Vlogs,People & Blogs,,2019.0,Feb,19.0,UCjvgGbPPn-FgYeguc5nxG4A
333,ZAMZAM ELECTRONICS TRADING,,United Arab Emirates,2020.0,Dec,19.0,UCrnQFuUabBHaw-BRhPo8xEA
334,DUDU e CAROL,Autos & Vehicles,Brazil,2013.0,Mar,2.0,UC371icpvZj2oQaocL0i9L-g
335,Village Cooking Channel,Howto & Style,India,2018.0,Apr,25.0,UCk3JZr7eS3pg5AGEvBdEvFg
336,Eva Bravo Play,Entertainment,United States,2019.0,May,7.0,UCvYhgH0hXziSz9IyPztzUug
337,Tekashi 6ix9ine,People & Blogs,United States,2018.0,Apr,6.0,UCF6jRAgCbSanHolKt0Vt6Qw
338,Tlnovelas,News & Politics,Mexico,2014.0,Jan,2.0,UCKyU-wd-KY4PMOcOpPQgQcw
339,SMOL,People & Blogs,,2006.0,Apr,2.0,UCihUkvkvkKYkhqTjIswNdJg
340,invictor,Gaming,Chile,2016.0,Jul,26.0,UChOQkbLHWi3zSCUjT7Kjd1g
341,YOLO,Comedy,Germany,2013.0,Jun,11.0,UCOnIJiQuk1fDSp6p1GCZy3A
342,Sidhu Moose Wala,Music,India,2017.0,Oct,30.0,UC9ChdqQRCaZmTCwSJ49tcbw
343,The Royalty Family,People & Blogs,United States,2017.0,Apr,13.0,UCja7QUMRG9AD8X2F_vXFb9A
344,Becky G,Music,United States,2011.0,Sep,6.0,UCgtNC51EUSgcZ6kKyVoPxKA
345,Ishaan Ali 11,People & Blogs,India,2016.0,Jul,27.0,UCN4NflpHqLeHQZ91kTUVCBw
346,Infinite,Entertainment,United States,2014.0,Aug,21.0,UC2aYDhDxPg4JL6vncQUDHlw
347,Azhan5star,Entertainment,India,2021.0,Feb,2.0,UCY-at5vWhDoMJ8y0kIPFwDA
348,Dangal TV Channel,Entertainment,India,2017.0,Aug,2.0,UCNzmmbXIbMzlqE8nD1PBXfg
349,Khan GS Research Centre,Education,,2017.0,Jan,5.0,UCatL-c6pmnjzEOHSyjn-sHA
350,GMA Public  Affairs,Entertainment,Philippines,2009.0,Aug,8.0,UCj5RwDivLksanrNvkW0FB4w
351,Tasty,Howto & Style,United States,2016.0,Jan,22.0,UCJFp8uSYCjXOMnkUyb3CQ3Q
352,Baim Paula,People & Blogs,Indonesia,2016.0,Jun,4.0,UC5xAPCVizxOfnMECMXkal2Q
353,nigahiga,Entertainment,United States,2006.0,Jul,21.0,UCSAUGyc_xA8uYzaIVG6MESQ
354,Rafa & Luiz,Entertainment,Brazil,2015.0,Aug,26.0,UC6paX0kLA8D81aYogceMufw
355,Lyrical Lemonade,Entertainment,United States,2013.0,Mar,25.0,UCtylTUUVIGY_i5afsQYeBZA
356,Vlad and Niki IDN,,United States,2018.0,Nov,9.0,UCgG9IWOPcCIfQoI00xQBUbg
357,Dr. Vivek Bindra: Motivational Speaker,Education,India,2013.0,Dec,6.0,UCR-foyF-C6VuAlwy3KZMkgA
358,Fatos Desconhecidos,Entertainment,Brazil,2013.0,Sep,26.0,UCbAiIkPobUFy71zlmwVw3jw
359,Brave Wilderness,Pets & Animals,United States,2014.0,Sep,8.0,UC6E2mP01ZLH_kbAyeazCNdg
360,LIV Crime,People & Blogs,United States,2020.0,Aug,18.0,UCzXpAx4v6rFLYXkJZ5nmSvQ
361,Minecraft - Topic,,,2013.0,Dec,20.0,UCQvWX73GQygcwXOTSf_VDVg
362,Romeo Santos,Music,United States,2006.0,Jul,31.0,UCyxbZF7_PK4nLiexj0kkCNg
363,Canal Canalha,Comedy,Brazil,2011.0,Apr,8.0,UCPHXtOVmjvbP9OJihsd7gCg
365,Yoeslan,Entertainment,United States,2020.0,Sep,26.0,UCVtD5iA4rUuOK5cQrB_o4ow
366,5-Minute Crafts DIY,Howto & Style,United States,2018.0,Jan,18.0,UC2etEuPIfohP4P53wM0KImA
367,Zach King,Entertainment,,2013.0,Jun,5.0,UCq8DICunczvLuJJq414110A
368,tuzelity SHUFFLE,People & Blogs,Russia,2015.0,Oct,26.0,UCVRqK0tS3B8pVog1HwCR4pg
369,NBA,Sports,United States,2005.0,Nov,21.0,UCWJ2lWNubArHWmf3FIHbfcQ
370,Deddy Corbuzier,Entertainment,Indonesia,2007.0,Jul,23.0,UCYk4LJI0Pr6RBDWowMm-KUw
371,Bizarrap,Comedy,Argentina,2017.0,Jan,15.0,UCmS75G-98QihSusY7NfCZtw
372,Avicii,Music,Sweden,2009.0,Oct,28.0,UCPHjpfnnGklkRBBTd0k6aHg
373,Mnet K-POP,Entertainment,South Korea,2006.0,Mar,9.0,UCbD8EppRX3ZwJSou-TVo90A
374,LazarBeam,Gaming,Australia,2015.0,Jan,4.0,UCw1SQ6QRRtfAhrN_cjkrOgA
375,Ninja Kidz TV,Entertainment,United States,2017.0,Feb,9.0,UCpZ88DWlKW0H_AYDaUZptcw
377,Jake Paul,People & Blogs,United States,2013.0,Sep,19.0,UCcgVECVN4OKV6DH1jLkqmcA
378,Linkin Park,Music,Afghanistan,2006.0,Nov,28.0,UCZU9T1ceaOgwfLRq7OKFU4Q
379,Vijay Television,Entertainment,India,2007.0,Feb,1.0,UCvrhwpnp2DHYQ1CbXby9ypQ
380,SlivkiShow,Entertainment,Ukraine,2012.0,Dec,11.0,UCU_yU4xGT9hrVFo6euH8LLw
381,Emiway Bantai,Music,India,2013.0,May,3.0,UCHmk8iNJHvf5mGN6_pkPc7g
382,Got Talent Global,Entertainment,United Kingdom,2013.0,Jan,31.0,UCe_Fx4EZAgKjDz0aQ_Y7hSA
384,BabyBus - Cerita & Lagu Anak-anak,Education,Indonesia,2019.0,Jan,14.0,UC5v3gjCQLFeg8eBXO7ShdpQ
385,Ami Rodriguez,Entertainment,Colombia,2009.0,Jul,20.0,UCwohKbRK2QnojtLh3p7xwaA
386,Noor Stars,Comedy,United Arab Emirates,2014.0,Apr,24.0,UChOPyo-uWLVi5uO53mSBX-w
387,Family GamesTV,Entertainment,,2012.0,Dec,29.0,UC1DWn4z0nfYRuWprjo3CCKg
388,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,Education,India,2017.0,May,25.0,UCvEAgG7WzPZnZkf9iOV_YCg
389,dednahype,Comedy,Latvia,2020.0,Mar,20.0,UCNRl8nOCoUvki2FNFxQZgEg
390,Marta and Rustam,Comedy,United States,2021.0,Jun,21.0,UCm-Qr3k89gtXcuv2jL29XFw
391,MiawAug,Gaming,Indonesia,2014.0,Mar,15.0,UC3J4Q1grz46bdJ7NJLd4DGw
392,CookieSwirlC,Entertainment,United States,2013.0,Nov,3.0,UCelMeixAOTs2OQAAi9wU8-g
393,Skrillex,Music,United States,2010.0,Apr,6.0,UC_TVqp_SyG6j5hG-xVRy95A
394,AuthenticGames,Gaming,Brazil,2011.0,Oct,7.0,UCIPA6iWNaoetaa1T46RkzXw
395,Robin Hood Gamer,Entertainment,,2013.0,Mar,16.0,UCYtaoJSk9iIrFxx8eZB15ag
396,Pencilmation,Film & Animation,United States,2007.0,Feb,1.0,UCUAL--p3qAa27luR0IYbjZA
397,7clouds,Music,United States,2013.0,May,25.0,UCNqFDjYTexJDET3rPDrmJKg
398,5-Minute Crafts PLAY,Howto & Style,United States,2017.0,Oct,30.0,UC57XAjJ04TY8gNxOWf-Sy0Q
399,Marvel Entertainment,Entertainment,United States,2011.0,May,10.0,UCvC4D8onUfXzvjTOM-dBfEA
400,BuzzFeedVideo,People & Blogs,United States,2011.0,Aug,10.0,UCpko_-a4wgz2u_DgDgd9fqA
401,REACT,Entertainment,United States,2007.0,Jun,4.0,UC0v-tlzsn0QZwJnkiaUSJVQ
402,Vevo,Music,United States,2006.0,Apr,14.0,UC2pmfLm7iq6Ov1UwYrWYkZA
403,Gordon Ramsay,Entertainment,United Kingdom,2006.0,Apr,29.0,UCIEv3lZ_tNXHzL3ox-_uUGQ
404,Pentatonix,Music,Canada,2006.0,Mar,9.0,UCmv1CLT6ZcFdTJMHxaR9XeA
405,Green Gold TV - Official Channel,Film & Animation,India,2011.0,Jul,1.0,UCiBigY9XM-HaOxUc269ympg
406,Gusttavo Lima Oficial,Music,Brazil,2010.0,Nov,9.0,UCXooz9whNJZBRTHi9AqdjPw
407,HaerteTest,Science & Technology,Germany,2011.0,Sep,6.0,UCqsS8fU6yVxrJr5y_CoUn3w
408,Crafty Panda,People & Blogs,United States,2017.0,Dec,3.0,UC03RvJoIhm_fMwlUpm9ZvFw
409,SOMOY TV,News & Politics,United States,2013.0,Nov,16.0,UCxHoBXkY88Tb8z1Ssj6CWsQ
410,JennaMarbles,Comedy,United States,2010.0,Feb,16.0,UC9gFih9rw0zNCK3ZtoKQQyA
411,Troom Troom Es,People & Blogs,,2016.0,Feb,5.0,UCu6oyJJ6PlkeNNv6n26ZNyA
412,Official Pink Panther,Film & Animation,United States,2011.0,Oct,6.0,UCFeUyPY6W8qX8w2o6oSiRmw
413,Britain's Got Talent,Entertainment,United Kingdom,2008.0,Apr,12.0,UCUtZaxDF3hD5VK4xRYFBePQ
414,SCTV,Entertainment,United Kingdom,2006.0,Mar,25.0,UCFb0L4MQziTjEsJKTbFgm8Q
415,AS Gaming,Gaming,United States,2009.0,Mar,5.0,UCeLhwMKSpjkgq_vytgfb-sw
416,Sony AATH,Shows,United States,2013.0,Nov,13.0,UCBz9qbqujcjIavFmBJW2oZw
417,tabii Urdu,Entertainment,Turkey,2020.0,Apr,17.0,UCfiM9_Me5QJBEr0PItkbXgw
418,DaFuq!?Boom!,Film & Animation,United States,2016.0,Jun,6.0,UCsSsgPaZ2GSmO6il8Cb5iGA
419,Clash of Clans,Gaming,United States,2013.0,Jan,31.0,UC04Giua-e8mkLOxXaNMQB4w
420,RKD Studios,Entertainment,India,2014.0,Mar,14.0,UCjBwQ6M9QyCgO5Pp-TQRFUA
421,DLS News,News & Politics,India,2017.0,Jul,5.0,UCw0ry7cLRUnq3Oaszlhgqfg
422,JukiLop,People & Blogs,Mexico,2017.0,Sep,15.0,UCHDeuavvkVwDyJgRFVfbpXA
423,etvteluguindia,Entertainment,India,2010.0,Mar,15.0,UCSs9H1cyB3OHdy8wkit8ZKg
424,FIFA,Sports,Switzerland,2006.0,Sep,6.0,UCpcTrCXblq78GZrTUTLWeBw
425,Manoj  parihar,,India,2021.0,Mar,2.0,UCs3Qk9MxzfAhfQG3F4jpZnQ
426,Vsauce,Science & Technology,,2007.0,Jul,30.0,UC6nSFpj9HTCZ5t-N3Rm3-HA
427,Unbox Therapy,Science & Technology,,2010.0,Dec,21.0,UCsTcErHg8oDvUnTzoqsYeNw
428,shane,People & Blogs,United States,2005.0,Sep,22.0,UCV9_KinVpV-snHe3C3n1hvA
429,Sonotek,Entertainment,India,2011.0,Jan,11.0,UC3zVeAaoPEN1Tu25dW3G2Ig
430,Jimmy Kimmel Live,Entertainment,United States,2006.0,Sep,20.0,UCa6vGFO9ty8v5KZJXQxdhaw
431,TheOdd1sOut,Comedy,United States,2014.0,Aug,30.0,UCo8bcnLyZH8tBIH9V1mLgqQ
432,Goldmines Great Indian Comedy,Film & Animation,,2016.0,Aug,29.0,UC76Yc75RGWonijH02CIhPaw
433,Lil Nas X,Music,,2018.0,May,19.0,UC_uMv3bNXwapHl8Dzf2p01Q
435,SUPER SLICK SLIME SAM,Howto & Style,Mexico,2018.0,Jan,23.0,UCfRgJADdLXwrcjIuTxn_u3Q
436,Wow Kidz Action,Film & Animation,India,2017.0,Nov,8.0,UCCyKsYaRi62axS-kasXW7wA
438,Calvin Harris,Music,United Kingdom,2007.0,Feb,11.0,UCIjYyZxkFucP_W-tmXg_9Ow
439,KBS WORLD TV,Entertainment,South Korea,2007.0,Jan,6.0,UC5BMQOsAB8hKUyHu9KI6yig
440,HiMan,People & Blogs,Russia,2014.0,Oct,16.0,UCM44x9uWlx__9M9Y2IFhxzQ
441,Masha e o Urso,Shows,,2014.0,Feb,20.0,UCJKBSfD5JSUxGhriFeoPCCg
443,TED-Ed,Education,United States,2011.0,Mar,1.0,UCsooa4yRKGN_zEE8iknghZA
444,Sidemen,Entertainment,United Kingdom,2015.0,Jun,14.0,UCDogdKl7t7NHzQ95aEwkdMw
445,Cardi B,People & Blogs,,2017.0,Aug,15.0,UCxMAbVFmxKUVGAll0WVGpFw
446,Busy Fun Ltd,,,2021.0,Dec,21.0,UCkKDpnzIG29MA--Sh6oOtWg
447,Farruko,Music,United States,2009.0,Oct,30.0,UCqFhfan_P2AmGVB1X2B-3Aw
449,Triggered Insaan,Comedy,India,2014.0,Jul,17.0,UCfLuT3JwLx8rvHjHfTymekw
450,CKN,Entertainment,Spain,2005.0,Sep,26.0,UCfaZw8XH_zmAVkBst_MPD6w
451,Ali-A,Gaming,,2016.0,Jul,7.0,UCYVinkwSX7szARULgYpvhLw
452,Shemaroo Comedy,Entertainment,India,2007.0,Jan,31.0,UC0PKLLmL8pIJLjOI1gBH_pA
453,Smile Family Spanish,,United States,2019.0,Jun,19.0,UCau6-7svf1fw2QCUJDj68eQ
454,GRAMMY GOLD OFFICIAL,Music,Thailand,2014.0,Jan,15.0,UCFWsjsN53Sqvg2pWhSFmWBQ
456,Dan-Sa / Daniel Saboya,Music,Brazil,2007.0,Sep,22.0,UCEUf_uUDUfJJ3XfgwOxm-0A
457,Marmok,Gaming,Russia,2008.0,Apr,27.0,UCf31Gf5nCU8J6eUlr7QSU0w
458,The ACE Family,People & Blogs,,2016.0,Jan,10.0,UCWwWOFsW68TqXE-HZLC3WIA
459,Like Nastya Vlog,People & Blogs,Russia,2016.0,Jan,14.0,UCCI5Xsd_gCbZb9eTeOf9FdQ
460,Willie Salim,People & Blogs,Indonesia,2014.0,Jan,6.0,UCPCaXSwaos-QI03iZtx8I6g
461,PDK Films,Entertainment,United States,2009.0,Jul,21.0,UC-F6LZSWz34xKknY8NNCzgQ
462,TheWillyrex,Comedy,Spain,2011.0,Jan,26.0,UC8rNKrqBxJqL9izOOMxBJtw
464,Dhar Mann,People & Blogs,,2007.0,Apr,25.0,UC_hK9fOxyy_TM8FJGXIyG8Q
465,shakiraVEVO,Music,United States,2009.0,Sep,2.0,UCGnjeahCJW1AF34HBmQTJ-Q
466,Naisa Alifia Yuriza (N.A.Y),People & Blogs,Indonesia,2017.0,Jul,8.0,UCIwChVy28o9gxyEQ8AdRNMg
467,Miley Cyrus,Entertainment,United States,2009.0,Sep,15.0,UCn7dB9UMTBDjKtEKBy_XISw
468,IShowSpeed,Gaming,United States,2016.0,Mar,21.0,UCWsDFcIhY2DBi3GB5uykGXA
469,Good Mythical Morning,Entertainment,,,,,UC4PooiX37Pld1T8J5SYT-SQ
470,Bobby chourasiya,People & Blogs,,2019.0,Jan,25.0,UC5apxzE3aEOpvP0XkeuW8mw
472,Jake Fellman,Entertainment,United States,2012.0,Oct,13.0,UCEnqwW6f7bYidXHAI13hhMA
473,GEN HALILINTAR,Entertainment,Indonesia,2015.0,Mar,4.0,UCfRNJiafEm1LBBGFTTq4cXw
474,SQUEEZIE,Gaming,France,2011.0,Jan,9.0,UCWeg2Pkate69NFdBeuRFTAw
475,Blippi - Educational Videos for Kids,Education,United States,2014.0,Jan,27.0,UC5PYHgAzJ1wLEidB58SK6Xw
476,officialpsy,Music,South Korea,2010.0,Oct,4.0,UCrDkAvwZum-UTjHmzDI2iIw
477,Ajay Sharma,Entertainment,,2009.0,Oct,24.0,UCjw9oYejjF_xupbJYrgvEMA
478,Manual do Mundo,Howto & Style,Brazil,2006.0,Jul,24.0,UCKHhA5hN2UohhFDfNXB_cvQ
479,How Ridiculous,Sports,Australia,2009.0,Sep,9.0,UC5f5IV0Bf79YLp_p9nfInRA
480,And TV,Entertainment,United States,2006.0,Aug,4.0,UCxJcrDUc8awRSLzLbnIiAmQ
482,SonyMusicSouthVEVO,Music,United States,2014.0,Jul,14.0,UCTNtRdBAiZtHP9w7JinzfUg
483,TheGrefg,Gaming,Spain,2012.0,Jan,30.0,UCCEmjNPpJYhGDgaEqeeA4HA
484,BeatboxJCOP,Film & Animation,,2011.0,Mar,12.0,UCdX5KXiCTPYWYZscfphgQ4g
485,David Dobrik,People & Blogs,United States,2014.0,Dec,19.0,UCmh5gdwCx6lN7gEC20leNVA
486,KatieAngel,People & Blogs,United States,2015.0,May,19.0,UCgSMDG8aGE3YHfBCXHuPpYA
487,RobleisIUTU,Entertainment,Argentina,2013.0,Apr,15.0,UCG8eSYvOQUpb9HM8zU5d6xg
488,Lele Pons,Comedy,United States,2015.0,Sep,19.0,UCi9cDo6239RAzPpBZO9y5SA
489,Demi Lovato,Music,United States,2008.0,Jan,30.0,UCZkURf9tDolFOeuw_4RD7XQ
490,Like Nastya VNM,Entertainment,Vietnam,2019.0,Nov,22.0,UClK8w-hLJlhR6fL5_xQg_VA
491,Jason Derulo,Music,United States,2008.0,Jul,21.0,UCe3yZzUwpmy2eKKmF9svX0Q
492,MGC Playhouse,Shows,United States,2009.0,Feb,3.0,UC6zPzUJo8hu-5TzUk8IEC2Q
493,Zuni and Family,People & Blogs,,2020.0,Jul,15.0,UCAelPgCHWYyEs8-TFuOVRtg
494,Priyal Kukreja,People & Blogs,India,2021.0,Apr,23.0,UCzEAWIWMigRBbulQ6yVlilg
495,MSA previously My Story Animated,Film & Animation,United States,2021.0,Nov,9.0,UCYzEMRKqrh01-tauv7MYyVQ
498,ArianaGrandeVevo,Music,United States,2010.0,Oct,21.0,UC0VOyT2OCBKdQhF3BAbZ-1g
499,jaanvi patel,People & Blogs,India,2018.0,Jul,18.0,UCRqs0TZOqe5nrwP-BrdnCjg
500,tanboy kun,People & Blogs,Indonesia,2016.0,Oct,27.0,UC8rHUssNDJ9YEjfduAqJBmw
501,Lil Pump,Music,,2015.0,Oct,15.0,UC6pjHMC4QXMi4llCCjtDXWg
502,Porta dos Fundos,Entertainment,Brazil,2012.0,Mar,12.0,UCEWHPFNilsT0IfQfutVzsag
503,News 24,News & Politics,Ukraine,2006.0,Feb,5.0,UC_vRepQuzI527GtEP1pGYZw
504,Les' Copaque Production,Film & Animation,Malaysia,2009.0,Nov,9.0,UCR1c65UsjpaVgcLKa7eM1tg
505,El Payaso Plim Plim,Film & Animation,Argentina,2013.0,Oct,18.0,UCYQo8CdhXD22qfwUBUw591Q
506,zbing z.,Gaming,Thailand,2014.0,Mar,12.0,UC5zGJZpxeZPFcds5gFcDE7Q
507,MissaSinfonia,Comedy,Mexico,2011.0,Jan,5.0,UCsCQIvK0LGpb3dBRo2RXAfA
509,The Game Theorists,Gaming,Australia,,,,UCo_IB5145EVNcf8hw1Kku7w
510,DeGoBooM,Gaming,Chile,2014.0,Feb,1.0,UCj9rK3jt8qmih4mZX0UL67g
511,JFlaMusic,Music,South Korea,2011.0,Aug,22.0,UClkRzsdvg7_RKVhwDwiDZOA
512,FactTechz,Entertainment,India,2016.0,Jul,24.0,UCGdPm5Aq081vVD7ih9jZf6Q
513,News18 India,News & Politics,India,2007.0,Oct,25.0,UCPP3etACgdUWvizcES1dJ8Q
514,Fun For Kids TV - Hindi Rhymes,Entertainment,India,2017.0,Sep,27.0,UCe3GjNY3Kqi8Xd6nT4JN_6w
515,IGN,Gaming,United States,2006.0,Sep,19.0,UCKy1dAqELo0zrOtPkf0eTMw
516,Aphmau,Gaming,United States,2012.0,Aug,13.0,UCzYfz8uibvnB7Yc1LjePi4g
519,Koray Zeynep,People & Blogs,,2016.0,Jul,8.0,UCTAacyv5T4cSus1W4D6eBfA
520,Apple,Science & Technology,United States,2005.0,Jun,22.0,UCE_M8A5yxnLfW0KghEeajjw
